id,university names,country code,location
626,Dalhousie University,CAN,Nova Scotia
627,University of Guelph,CAN,Ontario
628,Memorial University of Newfoundland,CAN,Newfoundland and Labrador
629,Federal University of Minas Gerais,BRA,Minas Gerais
630,Pontifical Catholic University of Rio Grande do Sul (PUCRS),BRA,Rio Grande do Sul
631,University of Campinas,BRA,São Paulo
632,Federal University of Ceará (UFC),BRA,Ceará
633,Federal University of Rio Grande do Sul,BRA,Rio Grande do Sul
634,Federal University of Bahia,BRA,Bahia
635,São Paulo State University (UNESP),BRA,São Paulo
636,Federal University of Rio Grande do Norte (UFRN),BRA,Rio Grande do Norte
637,University of São Paulo,BRA,State of São Paulo
638,Federal University of Pernambuco,BRA,Pernambuco
639,Federal University of Uberlândia,BRA,Minas Gerais
640,Federal University of Paraná (UFPR),BRA,Paraná
641,Federal University of São Carlos,BRA,São Paulo
642,Federal University of Rio de Janeiro,BRA,Rio de Janeiro
643,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),BRA,Rio de Janeiro
644,Federal University of Santa Catarina,BRA,Santa Catarina
645,Fluminense Federal University,BRA,Rio de Janeiro
646,Rio de Janeiro State University (UERJ),BRA,Rio de Janeiro
647,Federal University of Technology – Paraná,BRA,Paraná
648,University of Brasília,BRA,Federal District
649,Université catholique de Louvain,BEL,Wallonie
650,KU Leuven,BEL,Vlaanderen
651,University of Liège,BEL,Wallonie
652,University of Antwerp,BEL,Vlaanderen
653,Ghent University,BEL,Vlaanderen
654,Vrije Universiteit Brussel,BEL,Bruxelles
655,Université libre de Bruxelles,BEL,Bruxelles
656,Hasselt University,BEL,Vlaanderen
657,Graz University of Technology,AUT,Steiermark
658,University of Innsbruck,AUT,Tirol
659,Vienna University of Technology,AUT,Wien
660,University of Vienna,AUT,Wien
661,Johannes Kepler University of Linz,AUT,Oberösterreich
662,Victoria University,AUS,Victoria
663,University of Adelaide,AUS,South Australia
664,Queensland University of Technology,AUS,Queensland
665,Australian National University,AUS,Australian Capital Territory
666,University of Technology Sydney,AUS,New South Wales
667,University of South Australia,AUS,South Australia
668,Griffith University,AUS,Queensland
669,University of Queensland,AUS,Queensland
670,University of Melbourne,AUS,Victoria
671,University of Sydney,AUS,New South Wales
672,University of Wollongong,AUS,New South Wales
673,Deakin University,AUS,Victoria
674,University of Western Australia,AUS,Western Australia
675,UNSW Sydney,AUS,New South Wales
676,University of Newcastle,AUS,New South Wales
677,RMIT University,AUS,Victoria
678,La Trobe University,AUS,Victoria
679,Macquarie University,AUS,New South Wales
680,Swinburne University of Technology,AUS,Victoria
681,Monash University,AUS,Victoria
682,Curtin University,AUS,Western Australia
683,Western Sydney University,AUS,New South Wales
684,University of Sciences and Technology Houari Boumediene,DZA,Algiers Province
686,Saarland University,DEU,Saarland
687,University of Jinan,CHN,Saarland
688,Tilburg University,NLD,Noord-Brabant
689,Tokyo Medical and Dental University,JPN,Tōkyō-to
690,Brigham Young University,USA,Utah
691,Paris Dauphine University,FRA,Île-de-France
692,"University of the Republic, Uruguay",URY,Departamento de Montevideo
693,University of Wyoming,USA,Wyoming
694,Shanxi University,CHN,Wyoming
695,"Open University, UK",GBR,England
696,NUI Galway,IRL,County Galway
697,Clemson University,USA,South Carolina
698,Shaanxi Normal University,CHN,Shaanxi
699,University of Nebraska Medical Center,USA,Nebraska
700,AgroParisTech,FRA,Île-de-France
701,University of Tromsø – The Arctic University of Norway,NOR,Troms
702,University of Alabama - Tuscaloosa,USA,Alabama
703,Auburn University,USA,Alabama
704,Flinders University,AUS,South Australia
705,"St George's, University of London",GBR,England
706,"University of North Texas, Denton",USA,Texas
707,"China Medical University, Taiwan",TWN,Taichung City
708,Ningbo University,CHN,Zhejiang Sheng
709,Qingdao University,CHN,Shandong Sheng
710,Massey University,NZL,Auckland
711,Ewha Womans University,KOR,Seoul
712,Hohai University,CHN,Jiangsu Sheng
713,University of Poitiers,FRA,Nouvelle-Aquitaine
714,Loyola University Chicago,USA,Illinois
715,University of Nantes,FRA,Pays de la Loire
716,University of Burgundy,FRA,Bourgogne-Franche-Comté
717,Shantou University,CHN,Guangdong Sheng
718,Colorado School of Mines,USA,Colorado
719,University of Hull,GBR,England
720,Zhejiang Normal University,CHN,Zhejiang
721,Boston College,USA,Massachusetts
722,Utah State University,USA,Utah
723,Chongqing Medical University,CHN,Chongqing Shi
724,National Polytechnic Institute of Toulouse,FRA,Occitanie
726,"China Medical University, PRC",CHN,Liaoning Sheng
727,Nanchang University,CHN,Liaoning Sheng
728,Harbin Medical University,CHN,Heilongjiang Sheng
729,National University of Defense Technology,CHN,
730,University of Nice Sophia Antipolis,FRA,Provence-Alpes-Côte d'Azur
731,Saint Louis University,USA,Missouri
732,South China Normal University,CHN,Guangdong Sheng
733,Beijing University of Posts and Telecommunications,CHN,Beijing Shi
734,INSEAD,FRA,Île-de-France
735,Wenzhou Medical University,CHN,Île-de-France
736,Donghua University,CHN,Shanghai Shi
737,Rush University,USA,Illinois
739,Tianjin Medical University,CHN,Tianjin Shi
740,University of Oregon,USA,Oregon
741,Tulane University,USA,Louisiana
742,Central China Normal University,CHN,Hubei
743,Nanjing Tech University,CHN,Jiangsu Sheng
744,University of Sherbrooke,CAN,Québec
745,University of Iceland,ISL,Québec
746,University of Bayreuth,DEU,Bayern
747,Hefei University of Technology,CHN,Anhui Sheng
748,China Pharmaceutical University,CHN,Jiangsu Sheng
749,University of Hanover,DEU,Niedersachsen
750,Southern Methodist University,USA,Texas
751,North China Electric Power University,CHN,Beijing Shi
752,Northeast Normal University,CHN,Jilin Sheng
753,Medical University of Innsbruck,AUT,Tirol
754,TU Darmstadt,DEU,Hessen
755,National Yang-Ming University,TWN,Taipei City
756,China Europe International Business School,CHN,Shanghai Shi
757,Beijing University of Technology,CHN,Beijing
758,University of Mississippi,USA,Mississippi
759,South China Agricultural University,CHN,Guangdong Sheng
760,University of Savoy,FRA,Auvergne-Rhône-Alpes
761,Zhejiang University of Technology,CHN,Zhejiang Sheng
762,Yunnan University,CHN,Yunnan Sheng
763,University of Texas Medical Branch,USA,Texas
764,Stockholm School of Economics,SWE,Stockholms län
765,"All India Institute of Medical Sciences, Delhi",IND,Delhi
766,ESPCI Paris,FRA,Île-de-France
767,University of Graz,AUT,Steiermark
768,Indian Institute of Technology Delhi,IND,Delhi
769,Taipei Medical University,TWN,Taipei City
770,Kaohsiung Medical University,TWN,Kaohsiung City
771,École nationale d'administration,FRA,Grand Est
772,Semmelweis University,HUN,Grand Est
773,Augusta University,USA,Georgia
774,Gwangju Institute of Science and Technology,KOR,Gwangju
775,University of Pécs,HUN,Gwangju
776,Budapest University of Technology and Economics,HUN,Gwangju
777,University of Tennessee Health Science Center,USA,Tennessee
778,University of Szeged,HUN,Tennessee
779,University of Greifswald,DEU,Mecklenburg-Vorpommern
780,Kumamoto University,JPN,Kumamoto
781,Guangzhou Medical University,CHN,Guangdong Sheng
782,Tata Institute of Fundamental Research,IND,Maharashtra
783,University of Akron,USA,Ohio
784,Tarbiat Modares University,IRN,Ohio
785,Gyeongsang National University,KOR,Gyeongsangnam-do
786,INSA Lyon,FRA,Auvergne-Rhône-Alpes
787,Iran University of Science and Technology,IRN,Tehran Province
788,Sharif University of Technology,IRN,Tehran Province
789,Tehran University of Medical Sciences,IRN,Tehran Province
790,Rutgers University–Newark,USA,New Jersey
791,Jadavpur University,IND,West Bengal
792,University of Franche-Comté,FRA,Bourgogne-Franche-Comté
793,Jawaharlal Nehru Centre for Advanced Scientific Research,IND,Karnataka
794,Kindai University,JPN,Osaka
795,Osaka City University,JPN,Osaka
796,University of Calcutta,IND,West Bengal
797,Indian Institute of Management Ahmedabad,IND,Gujarat
798,Jawaharlal Nehru University,IND,Delhi
799,University of Idaho,USA,Idaho
800,University of Louisiana at Lafayette,USA,Louisiana
801,Nagasaki University,JPN,Nagasaki
802,Islamic Azad University,IRN,Nagasaki
803,Baylor University,USA,Texas
804,Montana State University - Bozeman,USA,Montana
805,University of South Bohemia in České Budějovice,CZE,Jihočeský kraj
806,University of Oklahoma Health Sciences Center,USA,Oklahoma
808,University of Rostock,DEU,Mecklenburg-Vorpommern
809,Palacký University Olomouc,CZE,Olomoucký kraj
810,"Birkbeck, University of London",GBR,England
811,University of Debrecen,HUN,England
812,Kanazawa University,JPN,Ishikawa
813,Braunschweig University of Technology,DEU,Niedersachsen
814,University of Arkansas - Fayetteville,USA,Arkansas
815,University of Split,HRV,Splitsko-dalmatinska županija
816,"University of Maine, Orono",USA,Maine
817,University of Antioquia,COL,Antioquia
818,Catholic University of Korea,KOR,Seoul
819,Capital Normal University,CHN,Beijing Shi
820,Beijing Forestry University,CHN,Beijing Shi
821,University of Alaska Fairbanks,USA,Alaska
822,Kitasato University,JPN,Tōkyō-to
823,Kangwon National University,KOR,Gangwon-do
824,Medical University of Graz,AUT,Steiermark
825,Niigata University,JPN,Niigata
826,Hong Kong University of Science and Technology,HKG,New Territories
827,Shinshu University,JPN,Nagano
828,University of Lübeck,DEU,Schleswig-Holstein
829,University of Montana - Missoula,USA,Montana
830,College of William & Mary,USA,Virginia
831,National Technical University of Athens,GRC,Virginia
832,University of Québec at Montreal,CAN,Québec
833,Yokohama City University,JPN,Kanagawa
834,SUNY Downstate Medical Center,USA,New York
835,"University of Nevada, Reno",USA,Nevada
836,Otto von Guericke University Magdeburg,DEU,Sachsen-Anhalt
837,HEC Paris,FRA,Île-de-France
838,Mansoura University,EGY,Dakahlia Governorate
839,CentraleSupélec,FRA,Île-de-France
840,Martin Luther University of Halle-Wittenberg,DEU,Sachsen-Anhalt
841,University of Arkansas for Medical Sciences,USA,Arkansas
843,Nanyang Technological University,SGP,Arkansas
844,Wageningen University and Research,NLD,Gelderland
845,University of Sheffield,GBR,England
846,Rio de Janeiro State University,BRA,Rio de Janeiro
847,Royal Institute of Technology,SWE,Stockholms län
848,Icahn School of Medicine at Mount Sinai,USA,New York
849,Federal University of São Paulo,BRA,São Paulo
850,VU University Amsterdam,NLD,Noord-Holland
851,University of Lausanne,CHE,Vaud
852,University of Massachusetts Amherst,USA,Massachusetts
853,Indiana University Bloomington,USA,Indiana
854,Case Western Reserve University,USA,Ohio
855,University of Montpellier,FRA,Occitanie
856,Tokyo Institute of Technology,JPN,Tōkyō-to
857,University of Iowa,USA,Iowa
858,"UNESP, São Paulo State University",BRA,São Paulo
859,Jiangnan University,CHN,Jiangsu Sheng
860,Oregon Health & Science University,USA,
861,Yeshiva University,USA,New York
862,Sungkyunkwan University,KOR,Seoul
863,University of Cologne,DEU,Nordrhein-Westfalen
864,"University of Maryland, Baltimore",USA,Maryland
865,Federal University of Santa Maria,BRA,Rio Grande do Sul
866,Federal University of Goiás,BRA,Goiás
867,Federal University of Pelotas,BRA,Rio Grande do Sul
868,Paul Sabatier University - Toulouse III,FRA,Occitanie
869,Federal University of Paraná,BRA,Paraná
870,Western University,CAN,Ontario
871,"University of Science and Technology, Korea",KOR,Daejeon
872,University of Texas Health Science Center at Houston,USA,Texas
873,University of Alabama at Birmingham,USA,Alabama
874,Federal University of Ceará,BRA,Ceará
875,University of Missouri–Columbia,USA,Missouri
876,Federal University of Viçosa,BRA,Minas Gerais
877,University of Massachusetts Medical School,USA,Massachusetts
878,Paris Descartes University,FRA,Île-de-France
879,University of New South Wales,AUS,New South Wales
880,University of Miami,USA,Florida
882,University of Paris-Sud,FRA,Île-de-France
883,Karolinska Institute,SWE,Stockholms län
884,Ludwig Maximilian University of Munich,DEU,Bayern
885,Weizmann Institute of Science,ISR,Center District
886,"University of California, Davis",USA,California
887,Rutgers University-New Brunswick,USA,New Jersey
888,University of Copenhagen,DNK,New Jersey
889,University of Colorado Denver | Anschutz Medical Campus,USA,Colorado
890,University of Illinois at Urbana–Champaign,USA,Illinois
891,University of Buenos Aires,ARG,Buenos Aires
892,"Northwestern University, Evanston, IL",USA,Illinois
893,"University of California, San Francisco",USA,California
894,University College London,GBR,England
895,University of Washington - Seattle,USA,Washington
897,University of Tokyo,JPN,Tōkyō-to
898,"University of California, Berkeley",USA,California
899,Washington University in St. Louis,USA,Missouri
900,National University of Córdoba,ARG,Córdoba
901,École normale supérieure,FRA,Île-de-France
902,University of Bonn,DEU,Nordrhein-Westfalen
903,Erasmus University Rotterdam,NLD,Zuid-Holland
904,University of Basel,CHE,Basel-Stadt
905,Lund University,SWE,Skåne län
906,Baylor College of Medicine,USA,Texas
907,University of Texas MD Anderson Cancer Center,USA,Texas
908,"Purdue University, West Lafayette",USA,Indiana
909,Aarhus University,DNK,Indiana
910,University of Texas Southwestern Medical Center,USA,Texas
911,Paris Diderot University,FRA,Île-de-France
912,Emory University,USA,Georgia
913,"Texas A&M University, College Station",USA,Texas
914,National University of La Plata,ARG,Buenos Aires
915,Rockefeller University,USA,New York
916,University of Pittsburgh,USA,Pennsylvania
918,University of Kansas,USA,Kansas
919,Leiden University,NLD,Zuid-Holland
920,Hannover Medical School,DEU,Niedersachsen
921,Medical College of Wisconsin,USA,Wisconsin
922,University of Vermont,USA,Vermont
923,University of New Hampshire,USA,New Hampshire
924,Second Military Medical University,CHN,Shanghai
925,Nanjing Agricultural University,CHN,Jiangsu Sheng
926,Swedish University of Agricultural Sciences,SWE,Uppsala län
927,Kansas State University,USA,Kansas
928,Yonsei University,KOR,Seoul
929,University of Electronic Science and Technology of China,CHN,Sichuan Sheng
930,Nanjing University of Science and Technology,CHN,Jiangsu
931,China University of Geosciences,CHN,Hubei Sheng
932,University of Giessen,DEU,Hessen
933,"University at Albany, SUNY",USA,New York
934,Pohang University of Science and Technology,KOR,Gyeongsangbuk-do
935,Lanzhou University,CHN,Gansu Sheng
936,Capital Medical University,CHN,Beijing
937,China Agricultural University,CHN,Beijing Shi
938,East China University of Science and Technology,CHN,Shanghai Shi
939,Southern Medical University,CHN,Guangdong
940,Anhui Medical University,CHN,Anhui Sheng
941,Southwest University,CHN,Chongqing Shi
942,Northwest A&F University,CHN,Shaanxi Sheng
943,TU Wien,AUT,Wien
944,Nanjing University of Aeronautics and Astronautics,CHN,Jiangsu Sheng
945,University of Louisville,USA,Kentucky
946,China University of Petroleum,CHN,Beijing Shi
947,Nanjing Medical University,CHN,Jiangsu Sheng
948,Fourth Military Medical University,CHN,Shaanxi
949,Huazhong Agricultural University,CHN,Hubei
950,"University of Oklahoma, Norman",USA,Oklahoma
951,Beijing University of Chemical Technology,CHN,Beijing
